"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FXYD1",1.93140662604666e-23,0.487757295804527,0.534,0.403,2.74742592555138e-19,"Midzone","FXYD1"
"PCK1",1.01879914954953e-22,0.610834073389266,0.707,0.627,1.4492417902342e-18,"Midzone","PCK1"
"SERPINF1",2.0625581569467e-22,0.27810085864965,0.878,0.804,2.93398897825668e-18,"Midzone","SERPINF1"
"RNASE4",3.26112468512503e-22,0.452067013922378,0.567,0.445,4.63894986459035e-18,"Midzone","RNASE4"
"HAO1",4.04992089694884e-22,0.338446042019757,0.759,0.654,5.76101247590973e-18,"Midzone","HAO1"
"MT1H",6.18703858535978e-22,0.677254892711985,0.387,0.269,8.80106238767429e-18,"Midzone","MT1H"
"ADI1",1.1856476616397e-21,0.259848391449368,0.889,0.819,1.68658379868247e-17,"Midzone","ADI1"
"IGFBP2",2.84509324185015e-21,0.552740533092431,0.542,0.44,4.04714513653183e-17,"Midzone","IGFBP2"
"TMEM176B",3.17832438404297e-21,0.307353851375135,0.807,0.722,4.52116643630112e-17,"Midzone","TMEM176B"
"AMDHD1",3.99564750187773e-21,0.737878856387227,0.29,0.181,5.68380857142108e-17,"Midzone","AMDHD1"
"CAT",4.2804709981707e-21,0.303465139795383,0.812,0.733,6.08896999489783e-17,"Midzone","CAT"
"PKLR",7.43131443691793e-21,0.820231090556159,0.269,0.165,1.05710447865158e-16,"Midzone","PKLR"
"PCSK6",1.33161358184691e-20,0.37472970903257,0.628,0.501,1.89422032017723e-16,"Midzone","PCSK6"
"BDH1",1.33292762684794e-20,0.383926342863787,0.654,0.546,1.8960895491912e-16,"Midzone","BDH1"
"ECHDC2",1.65480909201984e-20,0.373716635647985,0.735,0.636,2.35396593339822e-16,"Midzone","ECHDC2"
"PCK2",4.27621840934433e-20,0.305392035342549,0.765,0.657,6.08292068729232e-16,"Midzone","PCK2"
"PXMP2",7.98269986732416e-20,0.418922994437008,0.609,0.489,1.13553905612686e-15,"Midzone","PXMP2"
"TTC36",1.65076435984561e-19,0.38938254617226,0.581,0.459,2.34821230188037e-15,"Midzone","TTC36"
"UGP2",2.21811489657257e-19,0.402468264036252,0.601,0.493,3.15526844037449e-15,"Midzone","UGP2"
"THRSP",2.63878786645822e-19,0.78447152765832,0.29,0.189,3.75367574003682e-15,"Midzone","THRSP"
"C2orf72",3.24077817068761e-19,0.484943197454411,0.564,0.458,4.61000694780312e-15,"Midzone","C2orf72"
"ACAA1",9.04995924104228e-19,0.319698858842131,0.743,0.64,1.28735670203826e-14,"Midzone","ACAA1"
"DDT",1.07478537279783e-18,0.311284305732356,0.782,0.707,1.52888219280491e-14,"Midzone","DDT"
"HABP2",1.47096837652305e-18,0.532789894549143,0.451,0.344,2.09245251560404e-14,"Midzone","HABP2"
"SPP2",5.15818112809579e-18,0.482109425030309,0.458,0.347,7.33751265471625e-14,"Midzone","SPP2"
"DHCR7",7.76886658239638e-18,0.585702164847201,0.34,0.234,1.10512127134589e-13,"Midzone","DHCR7"
"TKFC",8.38807387029656e-18,0.525338876002696,0.461,0.356,1.19320350804969e-13,"Midzone","TKFC"
"ALDH8A1",1.67844353452253e-17,0.543759888486591,0.395,0.291,2.3875859278583e-13,"Midzone","ALDH8A1"
"FMO5",2.50271191785378e-17,0.459063223190193,0.507,0.406,3.56010770314701e-13,"Midzone","FMO5"
"LCAT",7.87689618503229e-17,0.559956668978718,0.371,0.268,1.12048848232084e-12,"Midzone","LCAT"
"ECH1",9.22307038480241e-17,0.319275895054823,0.691,0.598,1.31198176223814e-12,"Midzone","ECH1"
"CYP27A1",1.18859676311852e-16,0.275613547759952,0.745,0.663,1.6907788955361e-12,"Midzone","CYP27A1"
"HPN",1.48283655323354e-16,0.263174510456943,0.792,0.721,2.1093349969747e-12,"Midzone","HPN"
"UPB1",1.51991356380796e-16,0.447117073295682,0.505,0.405,2.16207704451682e-12,"Midzone","UPB1"
"GLYCTK",1.89226934234016e-16,0.444420359359198,0.497,0.396,2.69175313947888e-12,"Midzone","GLYCTK"
"ASL",3.52848991162495e-16,0.435121181457648,0.499,0.401,5.01927689928649e-12,"Midzone","ASL"
"APOM",4.32508510915649e-16,0.45232945056495,0.473,0.373,6.15243356777511e-12,"Midzone","APOM"
"PRDX4",4.62021761439048e-16,0.42977702572971,0.508,0.411,6.57225955647045e-12,"Midzone","PRDX4"
"NPW",6.11482933816259e-16,1.21245713069999,0.096,0.039,8.69834473353628e-12,"Midzone","NPW"
"ERRFI1",1.17381293368997e-15,0.501965065514824,0.501,0.416,1.66974889817398e-11,"Midzone","ERRFI1"
"GRHPR",2.10205483378528e-15,0.258283359171894,0.827,0.761,2.99017300105957e-11,"Midzone","GRHPR"
"LPA",2.20089744374761e-15,0.941490158244287,0.153,0.082,3.13077661373098e-11,"Midzone","LPA"
"MPST",3.39397046247069e-15,0.325377873579146,0.664,0.569,4.82792298286456e-11,"Midzone","MPST"
"ALDH4A1",5.1941619471528e-15,0.335856133578052,0.626,0.533,7.38869536982487e-11,"Midzone","ALDH4A1"
"PIPOX",6.69406237171671e-15,0.298587920399123,0.667,0.572,9.52230372376702e-11,"Midzone","PIPOX"
"SLPI",1.16502269538318e-14,0.662395877299601,0.226,0.143,1.65724478418257e-10,"Midzone","SLPI"
"NUPR1",1.36528488213251e-14,0.355748297354765,0.655,0.567,1.94211774483349e-10,"Midzone","NUPR1"
"MAN1A1",1.87955241910326e-14,0.624383315891847,0.302,0.213,2.67366331617439e-10,"Midzone","MAN1A1"
"CYP2C8",1.94911129734636e-14,0.266598746618851,0.8,0.733,2.7726108204752e-10,"Midzone","CYP2C8"
"IL1RAP",2.79520776328689e-14,0.6337598149998,0.263,0.177,3.9761830432756e-10,"Midzone","IL1RAP"
"NDRG2",3.04992547885034e-14,0.316344322833634,0.719,0.643,4.3385189936646e-10,"Midzone","NDRG2"
"SULT1A1",3.23011060558258e-14,0.469667778421022,0.414,0.32,4.59483233644122e-10,"Midzone","SULT1A1"
"C9",4.11802285893473e-14,0.384715273302626,0.481,0.382,5.85788751683465e-10,"Midzone","C9"
"MTHFS",4.7064655149481e-14,0.45483864692557,0.417,0.322,6.69494719501368e-10,"Midzone","MTHFS"
"SARDH",4.78917402113756e-14,0.359822375556995,0.601,0.511,6.81260004506818e-10,"Midzone","SARDH"
"ARG1",6.02625044607375e-14,0.285907081935424,0.723,0.654,8.57234125953991e-10,"Midzone","ARG1"
"EFNA1",6.27448170184819e-14,0.473237687595584,0.452,0.355,8.92545022087906e-10,"Midzone","EFNA1"
"SLC6A1",6.60382411410387e-14,0.474879880551837,0.366,0.27,9.39393980231276e-10,"Midzone","SLC6A1"
"LIPC",8.47124465310857e-14,0.675719242400121,0.221,0.142,1.20503455190469e-09,"Midzone","LIPC"
"NR0B2",1.26460514302741e-13,0.834740560852705,0.16,0.092,1.79890081595649e-09,"Midzone","NR0B2"
"CFHR4",1.58128728131966e-13,0.558604612524008,0.259,0.174,2.24938115767722e-09,"Midzone","CFHR4"
"PROC",1.76980357737868e-13,0.456295302210064,0.391,0.299,2.51754558882117e-09,"Midzone","PROC"
"PEMT",1.9862158765374e-13,0.378549719744071,0.454,0.355,2.82539208437444e-09,"Midzone","PEMT"
"GATM",2.110400154767e-13,0.272552501287469,0.841,0.796,3.00204422015605e-09,"Midzone","GATM"
"PDIA4",3.4968114415066e-13,0.341558915855958,0.582,0.496,4.97421427554315e-09,"Midzone","PDIA4"
"LSR",3.88520566766487e-13,0.424167279976036,0.45,0.357,5.52670506225328e-09,"Midzone","LSR"
"PBLD",4.21506932359863e-13,0.337668162622215,0.553,0.462,5.99593611281906e-09,"Midzone","PBLD"
"DHRS3",4.45447506582993e-13,0.369778147670904,0.573,0.487,6.33649078114308e-09,"Midzone","DHRS3"
"GADD45A",6.28160010421074e-13,0.498087271713163,0.291,0.205,8.93557614823978e-09,"Midzone","GADD45A"
"MMUT",7.05932086373939e-13,0.443416298037715,0.363,0.272,1.00418839286693e-08,"Midzone","MMUT"
"HAGH",1.3085392590267e-12,0.345356012499681,0.558,0.469,1.86139709596548e-08,"Midzone","HAGH"
"NIPSNAP1",1.37580443653109e-12,0.446269860859484,0.361,0.272,1.95708181096547e-08,"Midzone","NIPSNAP1"
"PCSK9",1.38904825566952e-12,0.854491797822304,0.149,0.086,1.97592114368989e-08,"Midzone","PCSK9"
"SLC2A2",1.46015934689996e-12,0.280832886316395,0.659,0.574,2.0770766709652e-08,"Midzone","SLC2A2"
"TM4SF5",2.02241659714345e-12,0.6402097067065,0.244,0.167,2.87688760943655e-08,"Midzone","TM4SF5"
"GLRX5",2.36517608288052e-12,0.426545111033621,0.452,0.367,3.36446297789755e-08,"Midzone","GLRX5"
"NR2F6",2.47570833195461e-12,0.699756051297501,0.223,0.15,3.52169510220543e-08,"Midzone","NR2F6"
"SLC16A2",3.02213068666380e-12,0.613090247159414,0.233,0.157,4.29898090177926e-08,"Midzone","SLC16A2"
"MFSD2A",4.00541807344836e-12,0.619409781277278,0.29,0.212,5.69770720948029e-08,"Midzone","MFSD2A"
"PNPLA3",4.96392808518178e-12,0.613048919406145,0.216,0.143,7.06118770117108e-08,"Midzone","PNPLA3"
"MT1F",7.5703258171402e-12,0.436380232016192,0.476,0.402,1.07687884748819e-07,"Midzone","MT1F"
"SERPINA5",8.15750233100415e-12,0.337577821525987,0.525,0.44,1.16040470658534e-07,"Midzone","SERPINA5"
"EBP",9.75813778855044e-12,0.528484624147672,0.276,0.197,1.3880951004213e-07,"Midzone","EBP"
"CYP4A22",1.24120077513811e-11,0.666592418080635,0.192,0.124,1.76560810263396e-07,"Midzone","CYP4A22"
"CFHR3",1.40984091860892e-11,0.375498210177751,0.475,0.393,2.00549870672119e-07,"Midzone","CFHR3"
"AADAC",1.46695226799227e-11,0.380966880035081,0.461,0.376,2.086739601219e-07,"Midzone","AADAC"
"C5",1.8810697448833e-11,0.267895879250274,0.659,0.581,2.6758217120965e-07,"Midzone","C5"
"FDPS",2.07764494943343e-11,0.625739356447348,0.233,0.161,2.95544994056905e-07,"Midzone","FDPS"
"REEP6",2.08117927346e-11,0.346098914164342,0.512,0.429,2.96047751649684e-07,"Midzone","REEP6"
"EPHX2",2.29531961769448e-11,0.329257486857161,0.5,0.41,3.26509215617039e-07,"Midzone","EPHX2"
"HPGD",2.3236765022008e-11,0.630863047467412,0.202,0.133,3.30542982438063e-07,"Midzone","HPGD"
"SERPINA10",2.45737661979366e-11,0.545952801724884,0.274,0.198,3.49561824165648e-07,"Midzone","SERPINA10"
"SLC22A10",3.26543223941137e-11,0.61702129874933,0.186,0.12,4.64507736056267e-07,"Midzone","SLC22A10"
"CLDN1",3.27793238770146e-11,0.408207995113831,0.427,0.348,4.66285882150532e-07,"Midzone","CLDN1"
"GJB1",3.30736365571862e-11,0.366528056673198,0.475,0.395,4.70472480025974e-07,"Midzone","GJB1"
"QDPR",3.47777504060885e-11,0.372557617330011,0.434,0.349,4.94713499526609e-07,"Midzone","QDPR"
"C4BPB",4.61904484659731e-11,0.25975568239906,0.633,0.554,6.57059129428467e-07,"Midzone","C4BPB"
"SLC39A5",4.63280395957239e-11,0.554892226133771,0.254,0.18,6.59016363249173e-07,"Midzone","SLC39A5"
"GOT1",4.71067783783779e-11,0.450221203376199,0.456,0.373,6.70093922432425e-07,"Midzone","GOT1"
"PHGDH",5.62358340791792e-11,0.730715750919266,0.175,0.112,7.99954739776324e-07,"Midzone","PHGDH"
"INHBE",6.99142521810122e-11,0.790838673901472,0.134,0.078,9.94530237274898e-07,"Midzone","INHBE"
"SLC10A1",8.74488198787155e-11,0.456276581813223,0.322,0.244,1.24395946277473e-06,"Midzone","SLC10A1"
"HPR",1.03526153523256e-10,0.600275307215682,0.22,0.151,1.47265953386831e-06,"Midzone","HPR"
"STEAP3",1.10610183102059e-10,0.327366321928726,0.51,0.431,1.57342985462679e-06,"Midzone","STEAP3"
"ATP2B2",1.32026079709768e-10,0.73461293145369,0.144,0.087,1.87807098387145e-06,"Midzone","ATP2B2"
"SLC25A15",1.45259645509341e-10,0.506585142576305,0.277,0.203,2.06631845737037e-06,"Midzone","SLC25A15"
"ADGRA3",1.45913915470878e-10,0.446648769605166,0.323,0.246,2.07562544757324e-06,"Midzone","ADGRA3"
"TMPRSS6",1.53976811251259e-10,0.513971794448781,0.255,0.182,2.19032014004916e-06,"Midzone","TMPRSS6"
"PROZ",1.69925413465551e-10,0.510084785815693,0.264,0.191,2.41718900654746e-06,"Midzone","PROZ"
"HGFAC",2.00378000144261e-10,0.398521785447777,0.369,0.289,2.85037705205211e-06,"Midzone","HGFAC"
"ENO3",2.04563001277665e-10,0.687962838154869,0.154,0.095,2.90990869317479e-06,"Midzone","ENO3"
"OGDHL",2.54625165347407e-10,0.389802909200456,0.368,0.287,3.62204297706686e-06,"Midzone","OGDHL"
"LDHD",3.51980347329133e-10,0.641866423565415,0.187,0.125,5.00692044075692e-06,"Midzone","LDHD"
"ANGPTL4",3.56062086273193e-10,0.586737447695379,0.252,0.182,5.06498317723617e-06,"Midzone","ANGPTL4"
"SLC25A10",4.37965271876997e-10,0.409737470965019,0.306,0.229,6.23005599245029e-06,"Midzone","SLC25A10"
"C2",4.69881549959498e-10,0.361699514919319,0.473,0.393,6.68406504817387e-06,"Midzone","C2"
"PON1",4.91074912204011e-10,0.255602432357531,0.662,0.594,6.98554062610206e-06,"Midzone","PON1"
"GLDC",5.00795322059329e-10,0.76385057707469,0.127,0.075,7.12381345629395e-06,"Midzone","GLDC"
"DTX1",5.25287677738927e-10,0.853767470668187,0.097,0.051,7.47221721583624e-06,"Midzone","DTX1"
"C8A",5.47981436628344e-10,0.380924210136789,0.426,0.352,7.7950359360382e-06,"Midzone","C8A"
"SLC17A9",5.9226564055835e-10,0.396224466018683,0.327,0.249,8.42497873694253e-06,"Midzone","SLC17A9"
"CYC1",6.70715948376121e-10,0.390431397574974,0.372,0.293,9.54093436565032e-06,"Midzone","CYC1"
"TOB1",7.12278338630459e-10,0.416126748571915,0.386,0.312,1.01321593670183e-05,"Midzone","TOB1"
"GLUD1",7.7816747515668e-10,0.45608316895537,0.355,0.284,1.10694323341038e-05,"Midzone","GLUD1"
"ANO1",8.27692665244821e-10,0.40788620456795,0.358,0.283,1.17739281631076e-05,"Midzone","ANO1"
"GOLT1A",8.8156939061144e-10,0.675507084964271,0.16,0.103,1.25403245814477e-05,"Midzone","GOLT1A"
"MAMDC4",8.88394534020892e-10,0.783865457438031,0.124,0.073,1.26374122464472e-05,"Midzone","MAMDC4"
"HAL",9.64433995667619e-10,0.84871775697492,0.101,0.055,1.37190735883719e-05,"Midzone","HAL"
"SHMT2",9.78690986243841e-10,0.387956850035083,0.375,0.299,1.39218792793186e-05,"Midzone","SHMT2"
"SERPINA11",1.00151845834891e-09,0.6480292111658,0.158,0.101,1.42466000700132e-05,"Midzone","SERPINA11"
"COMT",1.08368570053297e-09,0.292359188862616,0.665,0.621,1.54154290900814e-05,"Midzone","COMT"
"C8G",1.14975432708473e-09,0.58951073459199,0.21,0.147,1.63552553027803e-05,"Midzone","C8G"
"APOA5",1.29275517226873e-09,0.378671916564943,0.423,0.347,1.83894423255227e-05,"Midzone","APOA5"
"SLC2A4RG",1.56549841625514e-09,0.283749133928435,0.589,0.524,2.22692149712294e-05,"Midzone","SLC2A4RG"
"ACADM",1.56914104893838e-09,0.29158141469129,0.512,0.436,2.23210314211484e-05,"Midzone","ACADM"
"LEPR",2.11746452424318e-09,0.721129702090068,0.157,0.102,3.01209328573593e-05,"Midzone","LEPR"
"LRRC3",2.62235800074137e-09,0.683387608098517,0.139,0.087,3.7303042560546e-05,"Midzone","LRRC3"
"PON3",2.7066404968924e-09,0.341402214019802,0.427,0.354,3.85019610682943e-05,"Midzone","PON3"
"IGFBP1",3.17317170091589e-09,0.518636838191325,0.335,0.265,4.51383674455286e-05,"Midzone","IGFBP1"
"GPT",3.60377008611087e-09,0.389202328449027,0.349,0.275,5.12636294749271e-05,"Midzone","GPT"
"PANK1",3.6657456506989e-09,0.575769097989332,0.184,0.125,5.21452318811919e-05,"Midzone","PANK1"
"CFI",3.81482392825801e-09,0.265423153149757,0.563,0.491,5.42658703794702e-05,"Midzone","CFI"
"CMBL",4.08385240775446e-09,0.25125281534746,0.589,0.511,5.80928005003072e-05,"Midzone","CMBL"
"EBPL",4.10969020988974e-09,0.420040773413791,0.353,0.28,5.84603432356816e-05,"Midzone","EBPL"
"GCHFR",4.35195206824656e-09,0.456924277489961,0.258,0.191,6.19065181708074e-05,"Midzone","GCHFR"
"METTL7B",4.63739390431337e-09,0.512479593951509,0.257,0.193,6.59669282888577e-05,"Midzone","METTL7B"
"FURIN",4.86486828321574e-09,0.340039534734562,0.428,0.354,6.92027513287439e-05,"Midzone","FURIN"
"DDAH1",5.97081078555435e-09,0.64037750421857,0.154,0.101,8.49347834245107e-05,"Midzone","DDAH1"
"AMN",6.55002153990242e-09,0.782792721973873,0.138,0.088,9.3174056405112e-05,"Midzone","AMN"
"ACACB",6.79651602834724e-09,0.364743740907631,0.335,0.262,9.66804405032395e-05,"Midzone","ACACB"
"ACMSD",7.32670226937017e-09,0.434175933596292,0.3,0.232,0.000104222339781791,"Midzone","ACMSD"
"CYP4F2",7.4513409621283e-09,0.505152120317048,0.21,0.149,0.000105995325186275,"Midzone","CYP4F2"
"PGM1",9.58211807886666e-09,0.29462701631777,0.47,0.395,0.000136305629671878,"Midzone","PGM1"
"SERPINA6",1.02154538020903e-08,0.261582329848914,0.568,0.501,0.000145314830334735,"Midzone","SERPINA6"
"FN3K",1.05871485022664e-08,0.444876793723229,0.302,0.235,0.000150602187444739,"Midzone","FN3K"
"SLC37A4",1.22701421603645e-08,0.395235272417698,0.36,0.292,0.000174542772231186,"Midzone","SLC37A4"
"SMOC1",1.23774873436594e-08,0.589026166082723,0.169,0.114,0.000176069757463555,"Midzone","SMOC1"
"HJV",1.50710565466146e-08,0.302861081548211,0.384,0.308,0.000214385779375593,"Midzone","HJV"
"ACADSB",1.54545212173209e-08,0.406876422559398,0.275,0.207,0.00021984056431639,"Midzone","ACADSB"
"NAT8",1.69815560818719e-08,0.778085586902144,0.104,0.061,0.000241562635264627,"Midzone","NAT8"
"LGR4",1.74020930403424e-08,0.429986448257976,0.279,0.214,0.000247544773498871,"Midzone","LGR4"
"NR1I2",1.76558833972152e-08,0.403613522081087,0.309,0.241,0.000251154941325386,"Midzone","NR1I2"
"HAO2",1.84446801615867e-08,0.473504735578678,0.233,0.172,0.000262375575298571,"Midzone","HAO2"
"INHBC",1.96295632657441e-08,0.532182264038264,0.189,0.132,0.00027923053745521,"Midzone","INHBC"
"VNN1",2.27437343401152e-08,0.489041864603609,0.256,0.194,0.000323529620988139,"Midzone","VNN1"
"MVK",2.31723589665444e-08,0.55502034698962,0.194,0.137,0.000329626806299094,"Midzone","MVK"
"PRG4",2.33751368405331e-08,0.403146886858384,0.352,0.286,0.000332511321556583,"Midzone","PRG4"
"ABAT",2.3531833016008e-08,0.264236600084184,0.566,0.493,0.000334740324652714,"Midzone","ABAT"
"ZG16",2.39661233728289e-08,0.616160142488526,0.138,0.089,0.000340918104978491,"Midzone","ZG16"
"SDSL",2.67685998724246e-08,0.534633937444391,0.173,0.118,0.00038078333318524,"Midzone","SDSL"
"SPRYD4",3.22973681851449e-08,0.45381883100928,0.25,0.187,0.000459430062433686,"Midzone","SPRYD4"
"SLC66A2",3.76291946110935e-08,0.486664448453045,0.207,0.149,0.000535275293342805,"Midzone","SLC66A2"
"TAT",4.67557835630556e-08,0.377032282776839,0.597,0.541,0.000665101021184466,"Midzone","TAT"
"KLKB1",4.83758830459276e-08,0.362623555085259,0.337,0.27,0.000688146936328321,"Midzone","KLKB1"
"SC5D",5.84264416495844e-08,0.427044550297311,0.271,0.208,0.000831116132465339,"Midzone","SC5D"
"SLC25A42",5.84369433927525e-08,0.632003811617084,0.133,0.086,0.000831265519761905,"Midzone","SLC25A42"
"GPLD1",8.85688576202046e-08,0.418315394270919,0.249,0.188,0.00125989199964741,"Midzone","GPLD1"
"LIPG",9.44202614559604e-08,0.551848617213182,0.165,0.114,0.00134312821921104,"Midzone","LIPG"
"LECT2",9.66339299363065e-08,0.315381964728483,0.408,0.342,0.00137461765334396,"Midzone","LECT2"
"AQP3",1.15460342436066e-07,0.501816673685592,0.194,0.14,0.00164242337115304,"Midzone","AQP3"
"RAB26",1.17275832870962e-07,0.663337126897532,0.12,0.077,0.00166824872258943,"Midzone","RAB26"
"CYP3A7",1.20947346943326e-07,1.27619071709736,0.053,0.024,0.00172047601026881,"Midzone","CYP3A7"
"GLYAT",1.54188783155091e-07,0.330231556396642,0.377,0.313,0.00219333544038117,"Midzone","GLYAT"
"PRODH2",1.61031734247957e-07,0.530699045213114,0.16,0.11,0.00229067641967718,"Midzone","PRODH2"
"GPD1",1.83844239161394e-07,0.317774007858859,0.377,0.311,0.00261518430207083,"Midzone","GPD1"
"OSGIN1",1.87988069598411e-07,0.402220851501499,0.306,0.245,0.0026741302900374,"Midzone","OSGIN1"
"SLC25A4",2.01193060854074e-07,0.456618637948351,0.212,0.157,0.0028619712906492,"Midzone","SLC25A4"
"AGXT2",2.15662506835926e-07,0.436427378958273,0.25,0.192,0.00306779915974105,"Midzone","AGXT2"
"ATP5IF1",2.17032814166551e-07,0.27411140608517,0.637,0.591,0.00308729178151919,"Midzone","ATP5IF1"
"PCCB",2.20073337332085e-07,0.665481672540153,0.115,0.073,0.00313054322354891,"Midzone","PCCB"
"SLC43A3",2.47534578975313e-07,0.387530019216431,0.28,0.219,0.00352117938592383,"Midzone","SLC43A3"
"PZP",2.55203403625177e-07,0.954106874067682,0.07,0.038,0.00363026841656814,"Midzone","PZP"
"GPR88",2.83126501764783e-07,2.66866228219593,0.017,0.002,0.00402747448760404,"Midzone","GPR88"
"GOT2",2.97849608343728e-07,0.282732574862303,0.497,0.437,0.00423691067868954,"Midzone","GOT2"
"SIGMAR1",3.07027148866034e-07,0.378500698339274,0.256,0.198,0.00436746119261934,"Midzone","SIGMAR1"
"SPATA6L",3.13712105502475e-07,0.971107955098415,0.059,0.03,0.00446255470077271,"Midzone","SPATA6L"
"TOLLIP",3.32480142123838e-07,0.313725527713652,0.339,0.273,0.00472953002171159,"Midzone","TOLLIP"
"CHRNA4",3.52243424024611e-07,0.577053524416647,0.143,0.097,0.00501066270675009,"Midzone","CHRNA4"
"MPC1",3.53576505382221e-07,0.349376300540024,0.425,0.364,0.00502962578906209,"Midzone","MPC1"
"CLPTM1L",3.93590445126882e-07,0.286238288002591,0.373,0.307,0.0055988240819299,"Midzone","CLPTM1L"
"YIF1A",5.84071859835827e-07,0.492732297928292,0.177,0.128,0.00830842220616463,"Midzone","YIF1A"
"ENDOG",6.10745118779137e-07,0.572849694687736,0.13,0.087,0.00868784931463322,"Midzone","ENDOG"
"MSMO1",6.61898427018686e-07,0.503284070022529,0.151,0.105,0.0094155051243408,"Midzone","MSMO1"
"APCS",9.85410395007103e-07,0.458821911754328,0.21,0.159,0.014017462868976,"Midzone","APCS"
"WDR72",1.01090950271917e-06,0.65891430564437,0.098,0.061,0.0143801876761801,"Midzone","WDR72"
"PCYOX1",1.05009102327167e-06,0.359366995853573,0.302,0.244,0.0149375448060395,"Midzone","PCYOX1"
"SLC30A10",1.14466972841545e-06,0.47726760553112,0.165,0.118,0.0162829268867098,"Midzone","SLC30A10"
"PLA2G12B",1.15841376186843e-06,0.370314645765551,0.231,0.176,0.0164784357625784,"Midzone","PLA2G12B"
"ACO1",1.15913694309773e-06,0.420565666596508,0.27,0.216,0.0164887230155653,"Midzone","ACO1"
"SHROOM1",1.51244349529489e-06,0.581199440945593,0.139,0.096,0.0215145087205698,"Midzone","SHROOM1"
"CPN2",1.56091262581843e-06,0.265558402862007,0.459,0.398,0.0222039821022672,"Midzone","CPN2"
"GLT1D1",1.56447924916721e-06,0.767672288027098,0.084,0.05,0.0222547173194035,"Midzone","GLT1D1"
"PLA2G2A",1.65129167379646e-06,0.622328411370429,0.19,0.142,0.0234896240597547,"Midzone","PLA2G2A"
"CXCL2",1.67118611258785e-06,0.450613714886822,0.181,0.133,0.0237726224515622,"Midzone","CXCL2"
"UQCRC1",1.85992078797592e-06,0.253501942860742,0.428,0.367,0.0264573732089575,"Midzone","UQCRC1"
"ACADS",1.89257456641948e-06,0.348728613345666,0.284,0.228,0.0269218732073171,"Midzone","ACADS"
"CNDP1",1.97634252022896e-06,0.620435702470595,0.108,0.07,0.028113472350257,"Midzone","CNDP1"
"CRAT",2.15761763974367e-06,0.34875866761396,0.299,0.243,0.0306921109253537,"Midzone","CRAT"
"FUOM",2.64432925905483e-06,0.253508366129381,0.438,0.377,0.0376155837100549,"Midzone","FUOM"
"CREB3L3",2.8503070889384e-06,0.431439664255221,0.212,0.162,0.0405456183401488,"Midzone","CREB3L3"
"FOXA3",3.41292335627614e-06,0.437521756293756,0.179,0.132,0.0485488347430281,"Midzone","FOXA3"
"ANGPTL8",3.50645528550286e-06,0.566368108682455,0.174,0.13,0.0498793264362782,"Midzone","ANGPTL8"
"HBA1",4.00152251348407e-06,1.11785230398883,0.099,0.065,0.0569216577543109,"Midzone","HBA1"
"ARMC6",4.27027601030887e-06,0.514255187843533,0.149,0.107,0.0607446762466437,"Midzone","ARMC6"
"KDM8",4.32178365968485e-06,0.480343129656327,0.16,0.116,0.061477372559017,"Midzone","KDM8"
